acc	organisms	technology	platforms	samples
SRP035252	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina HiSeq 2000,Illumina Genome Analyzer IIx,IlluminaHiSeq2000	NA
SRP068284	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP049967	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP032275	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx	SRR1019445,SRR1019444
SRP063631	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	NA
SRP063978	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2480708,SRR2480707,SRR2480706,SRR2480705,SRR2480704,SRR2480703,SRR2480702,SRR2480701,SRR2480700,SRR2480699,SRR2480698,SRR2480697,SRR2480696,SRR2480695,SRR2480694,SRR2480693,SRR2480692,SRR2480691
ERP104519	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	ERR2143826,ERR2143825,ERR2143824,ERR2143819
SRP063938	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR2470312,SRR2470311,SRR2470310,SRR2470309
SRP047266	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1577902
SRP067026	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer,IlluminaGenomeAnalyzer	SRR2977061,SRR2977060,SRR2977059,SRR2977058
ERP106876	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq4000,Illumina HiSeq 4000	NA
SRP044854	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1525262,SRR1525261,SRR1525260,SRR1525259,SRR1525258,SRR1525257,SRR1525256,SRR1525255,SRR1525254,SRR1525253,SRR1525252,SRR1525251,SRR1525250,SRR1525249,SRR1525248,SRR1525247,SRR1525246,SRR1525245,SRR1525244,SRR1525243,SRR1525242,SRR1525241,SRR1525240,SRR1525239
SRP042031	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1289653,SRR1289652,SRR1289651,SRR1289650
SRP034873	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP017305	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP044187	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1509741,SRR1509740,SRR1509739,SRR1509738,SRR1509737,SRR1509736,SRR1509735,SRR1509734,SRR1509733,SRR1509732,SRR1509731,SRR1509730
SRP035883	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP066912	HOMO_SAPIENS,HETEROCEPHALUS_GLABER	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP058787	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2043028,SRR2043027,SRR2043026,SRR2043025,SRR2043024,SRR2043023,SRR2043022,SRR2043021,SRR2043020,SRR2043019,SRR2043018,SRR2043017,SRR2043016,SRR2043015,SRR2043014,SRR2043013,SRR2043012,SRR2043011,SRR2043010,SRR2043009,SRR2043008,SRR2043007,SRR2043006,SRR2043005
SRP065815	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP055929	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP067934	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq1000,Illumina HiSeq 1000	NA
ERP011233	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
ERP024544	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	ERR2097777,ERR2097776,ERR2097775,ERR2097774,ERR2097773,ERR2097772,ERR2097771,ERR2097770,ERR2097769,ERR2097768,ERR2097767,ERR2097766,ERR2097765,ERR2097764,ERR2097763,ERR2097762,ERR2097761,ERR2097760,ERR2097759,ERR2097758,ERR2097757,ERR2097756,ERR2097755,ERR2097754,ERR2097753,ERR2097752,ERR2097751,ERR2097750,ERR2097749,ERR2097748,ERR2097747,ERR2097746,ERR2097745,ERR2097744,ERR2097743,ERR2097742,ERR2097741,ERR2097740,ERR2097739,ERR2097738,ERR2097737,ERR2097736,ERR2097735,ERR2097734,ERR2097733,ERR2097732,ERR2097731,ERR2097730
ERP016347	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	ERR1514475,ERR1514474,ERR1514473,ERR1514472,ERR1514471,ERR1514470,ERR1514469,ERR1514468,ERR1514467,ERR1514466,ERR1514465,ERR1514464,ERR1514463,ERR1514462,ERR1514461,ERR1514460,ERR1514459,ERR1514458,ERR1514457,ERR1514456,ERR1514455,ERR1514454,ERR1514453,ERR1514452,ERR1514451,ERR1514450,ERR1514449,ERR1514448,ERR1514447,ERR1514446
SRP042303	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP045276	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500	SRR1536711,SRR1536710
SRP044298	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2000	SRR1514313,SRR1514312,SRR1514311,SRR1514310,SRR1514309,SRR1514308,SRR1514307,SRR1514306,SRR1514305,SRR1514304
SRP064478	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	NA
SRP036145	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer IIx	SRR1156274,SRR1156273,SRR1156257
ERP010791	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP045330	SCHIZOSACCHAROMYCES_POMBE,HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP045983	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
ERP104309	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP046066	HOMO_SAPIENS,PAN_TROGLODYTES,MIXED_SAMPLE	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP032542	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1024157,SRR1024156
SRP045118	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP010227	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	ERR863548,ERR863547,ERR863546,ERR863545,ERR863544,ERR863543,ERR863542,ERR863541,ERR863540,ERR863539,ERR863538,ERR863537,ERR863536,ERR863535,ERR863534,ERR863533,ERR863532,ERR863531,ERR863530,ERR863529,ERR863528,ERR863527,ERR863526,ERR863525,ERR863524,ERR863523,ERR863522,ERR863521,ERR863520,ERR863519,ERR863518,ERR863517,ERR863516,ERR863515,ERR863514,ERR863513,ERR863512,ERR863511,ERR863510,ERR863509,ERR863508,ERR863507,ERR863506,ERR863505,ERR863504,ERR863503,ERR863502,ERR863501
SRP070442	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	NA
SRP050089	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP032812	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1027747,SRR1027746,SRR1027745,SRR1027744,SRR1027743,SRR1027742,SRR1027741,SRR1027740,SRR1027739,SRR1027738,SRR1027737,SRR1027736,SRR1027735,SRR1027734,SRR1027733,SRR1027732,SRR1027731,SRR1027730,SRR1027729,SRR1027728
SRP049592	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP066260	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	NA
ERP107923	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	ERR2508978,ERR2508977,ERR2508976,ERR2508975
ERP020471	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP033401	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	SRR1041108,SRR1041107,SRR1041106,SRR1041105
SRP066487	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	NA
SRP063692	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	NA
SRP057826	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP056049	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1909145,SRR1909144,SRR1909143,SRR1909142,SRR1909141,SRR1909140,SRR1909139,SRR1909138,SRR1909137,SRR1909136,SRR1909135,SRR1909134,SRR1909133,SRR1909132,SRR1909131,SRR1909130
SRP070180	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP054971	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP060462	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2089343,SRR2089342,SRR2089341,SRR2089340,SRR2089339,SRR2089338,SRR2089337,SRR2089336
SRP064454	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	NA
ERP012633	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP069101	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR3135961,SRR3135960,SRR3135959,SRR3135958,SRR3135957,SRR3135956,SRR3135955,SRR3135954,SRR3135953,SRR3135952
SRP037553	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP071811	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP048801	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1609669,SRR1609668,SRR1609667,SRR1609666,SRR1609665,SRR1609664,SRR1609663,SRR1609662,SRR1609661,SRR1609660,SRR1609659,SRR1609658,SRR1609657,SRR1609656,SRR1609655,SRR1609654,SRR1609653,SRR1609652,SRR1609651,SRR1609650,SRR1609649,SRR1609648,SRR1609647,SRR1609646,SRR1609645,SRR1609644,SRR1609643,SRR1609642,SRR1609641,SRR1609640,SRR1609639,SRR1609638,SRR1609637,SRR1609636,SRR1609635,SRR1609634,SRR1609633,SRR1609632,SRR1609631,SRR1609630,SRR1609629,SRR1609628,SRR1609627,SRR1609626,SRR1609625,SRR1609624,SRR1609623,SRR1609622,SRR1609621,SRR1609620,SRR1609619,SRR1609618,SRR1609617,SRR1609616,SRR1609615,SRR1609614,SRR1609613,SRR1609612,SRR1609611,SRR1609610,SRR1609609,SRR1609608,SRR1609607,SRR1609606,SRR1609605,SRR1609604,SRR1609603,SRR1609602,SRR1609601,SRR1609600,SRR1609599,SRR1609598,SRR1609597,SRR1609596,SRR1609595,SRR1609594,SRR1609593,SRR1609592,SRR1609591,SRR1609590,SRR1609589,SRR1609588,SRR1609587,SRR1609586,SRR1609585,SRR1609584,SRR1609583,SRR1609582,SRR1609581,SRR1609580,SRR1609579,SRR1609578,SRR1609577,SRR1609576,SRR1609575,SRR1609574,SRR1609573,SRR1609572,SRR1609571,SRR1609570,SRR1609569,SRR1609568,SRR1609567,SRR1609566,SRR1609565,SRR1609564,SRR1609563,SRR1609562,SRR1609561,SRR1609560,SRR1609559,SRR1609558,SRR1609557,SRR1609556,SRR1609555,SRR1609554,SRR1609553,SRR1609552,SRR1609551,SRR1609550,SRR1609549,SRR1609548,SRR1609547,SRR1609546,SRR1609545,SRR1609544,SRR1609543,SRR1609542,SRR1609541,SRR1609540,SRR1609539,SRR1609538,SRR1609537,SRR1609536,SRR1609535,SRR1609534,SRR1609533,SRR1609532,SRR1609531,SRR1609530,SRR1609529,SRR1609528,SRR1609527,SRR1609526,SRR1609525,SRR1609524,SRR1609523,SRR1609522,SRR1609521,SRR1609520,SRR1609519,SRR1609518,SRR1609517,SRR1609516,SRR1609515,SRR1609514,SRR1609513,SRR1609512,SRR1609511,SRR1609510,SRR1609509,SRR1609508,SRR1609507,SRR1609506,SRR1609505,SRR1609504,SRR1609503,SRR1609502,SRR1609501,SRR1609500,SRR1609499,SRR1609498,SRR1609497,SRR1609496,SRR1609495,SRR1609494,SRR1609493,SRR1609492,SRR1609491,SRR1609490,SRR1609489,SRR1609488,SRR1609487,SRR1609486,SRR1609485,SRR1609484,SRR1609483,SRR1609482,SRR1609481,SRR1609480,SRR1609479,SRR1609478,SRR1609477,SRR1609476,SRR1609475,SRR1609474,SRR1609473,SRR1609472,SRR1609471,SRR1609470,SRR1609469,SRR1609468,SRR1609467,SRR1609466,SRR1609465,SRR1609464,SRR1609463,SRR1609462,SRR1609461,SRR1609460,SRR1609459,SRR1609458,SRR1609457,SRR1609456,SRR1609455,SRR1609454,SRR1609453,SRR1609452,SRR1609451,SRR1609450,SRR1609449,SRR1609448,SRR1609447,SRR1609446,SRR1609445,SRR1609444,SRR1609443,SRR1609442,SRR1609441,SRR1609440,SRR1609439,SRR1609438,SRR1609437,SRR1609436,SRR1609435,SRR1609434,SRR1609433,SRR1609432,SRR1609431,SRR1609430,SRR1609429,SRR1609428,SRR1609427,SRR1609426,SRR1609425,SRR1609424,SRR1609423,SRR1609422,SRR1609421,SRR1609420,SRR1609419,SRR1609418,SRR1609417,SRR1609416,SRR1609415,SRR1609414,SRR1609413,SRR1609412,SRR1609411,SRR1609410,SRR1609409,SRR1609408,SRR1609407,SRR1609406,SRR1609405,SRR1609404,SRR1609403,SRR1609402,SRR1609401,SRR1609400,SRR1609399,SRR1609398,SRR1609397,SRR1609396,SRR1609395,SRR1609394,SRR1609393,SRR1609392,SRR1609391,SRR1609390,SRR1609389,SRR1609388,SRR1609387,SRR1609386,SRR1609385,SRR1609384,SRR1609383,SRR1609382,SRR1609381,SRR1609380,SRR1609379,SRR1609378,SRR1609377,SRR1609376,SRR1609375,SRR1609374,SRR1609373,SRR1609372,SRR1609371,SRR1609370,SRR1609369,SRR1609368,SRR1609367,SRR1609366,SRR1609365,SRR1609364,SRR1609363,SRR1609362,SRR1609361,SRR1609360
SRP063881	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP067119	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq1500,Illumina HiSeq 1500	NA
SRP004847	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer,IlluminaGenomeAnalyzer	NA
SRP034666	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1056282,SRR1056281,SRR1056280
SRP055176	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1811018,SRR1811017,SRR1811016,SRR1811015,SRR1811014,SRR1811013,SRR1811012,SRR1811011,SRR1811010,SRR1811009,SRR1811008,SRR1811007
ERP022329	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	ERR1905916,ERR1905915,ERR1905914,ERR1905913,ERR1905912,ERR1905911,ERR1905910,ERR1905909,ERR1905908,ERR1905907,ERR1905906,ERR1905905,ERR1905904,ERR1905903,ERR1905902,ERR1905901,ERR1905900,ERR1905899,ERR1905898,ERR1905897,ERR1905896,ERR1905895,ERR1905894,ERR1905893
SRP070996	HOMO_SAPIENS	RNA-SEQ	AB5500GeneticAnalyzer,Illumina HiSeq 2500	NA
SRP001381	DROSOPHILA_MELANOGASTER,HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer,IlluminaGenomeAnalyzer	NA
SRP050260	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP015518	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
ERP106591	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	ERR2276804,ERR2276803,ERR2276802,ERR2276801,ERR2276800,ERR2276799,ERR2276798,ERR2276797
SRP051822	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1746756,SRR1746755
SRP064548	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx	SRR2568182
SRP053042	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1784088,SRR1784087,SRR1784086,SRR1784085,SRR1784084,SRR1784083
SRP045898	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1561681,SRR1561680,SRR1561679,SRR1561678,SRR1561677,SRR1561676
SRP038695	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaMiSeq,IlluminaHiSeq2000	NA
SRP033569	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP066363	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP041450	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1262528,SRR1262527,SRR1262526,SRR1262525
SRP057627	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1994583,SRR1994582
SRP049090	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1617297,SRR1617296,SRR1617295,SRR1617294,SRR1617293,SRR1617292,SRR1617291,SRR1617290,SRR1617289,SRR1617288,SRR1617287,SRR1617286
SRP050074	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1658026,SRR1658025,SRR1658024
SRP067050	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2976716,SRR2976715,SRR2976714
SRP045225	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1797303,SRR1797302,SRR1797301,SRR1797300,SRR1797299,SRR1797298,SRR1797297,SRR1797296,SRR1797295,SRR1797294,SRR1797293,SRR1797292,SRR1797291,SRR1797290,SRR1797289,SRR1797288,SRR1797287,SRR1797286,SRR1797285,SRR1797284,SRR1797283,SRR1797282,SRR1797281,SRR1797280,SRR1797279,SRR1797278,SRR1797277,SRR1797276,SRR1797275,SRR1797274,SRR1797273,SRR1797272,SRR1797271,SRR1797270,SRR1797269,SRR1797268,SRR1797267,SRR1797266,SRR1797265,SRR1797264,SRR1797263,SRR1797262,SRR1797261,SRR1797260,SRR1797259,SRR1797258,SRR1797257,SRR1797256,SRR1797255,SRR1797254,SRR1797253,SRR1797252,SRR1797251,SRR1797250,SRR1797249,SRR1797248,SRR1797247,SRR1797246,SRR1797245,SRR1797244,SRR1797243,SRR1797242,SRR1797241,SRR1797240,SRR1797239,SRR1797238,SRR1797237,SRR1797236,SRR1797235,SRR1797234,SRR1797233,SRR1797232,SRR1797231,SRR1797230,SRR1797229,SRR1797228,SRR1797227,SRR1797226,SRR1797225,SRR1797224,SRR1797223,SRR1797222,SRR1797221,SRR1797220,SRR1797219,SRR1797218
SRP047232	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1576827,SRR1576826,SRR1576825,SRR1576824,SRR1576823,SRR1576822,SRR1576821,SRR1576820,SRR1576819,SRR1576818
SRP006674	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerII,Illumina Genome Analyzer II	NA
SRP038919	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1176643,SRR1176642,SRR1176641,SRR1176640,SRR1176639,SRR1176638
SRP057087	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	SRR1970420,SRR1970419,SRR1970418,SRR1970417,SRR1970416,SRR1970415,SRR1970414,SRR1970413,SRR1970412,SRR1970411,SRR1970410,SRR1970409,SRR1970408,SRR1970407,SRR1970406,SRR1970405,SRR1970404,SRR1970403,SRR1970402,SRR1970401,SRR1970400,SRR1970399,SRR1970398,SRR1970397,SRR1970396,SRR1970395,SRR1970394,SRR1970393
ERP000573	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer II,IlluminaGenomeAnalyzerII	ERR044696,ERR031723,ERR031722,ERR031721,ERR031720,ERR031719,ERR031718,ERR031717,ERR031716,ERR031715
SRP065330	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP066112	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	SRR2921779,SRR2921778
SRP033365	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2000	SRR1039806
SRP043644	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1485147,SRR1485146,SRR1485145,SRR1485144
SRP066753	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP003471	CAENORHABDITIS_ELEGANS,DROSOPHILA_MELANOGASTER,HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	NA
SRP048804	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1609730,SRR1609729,SRR1609728,SRR1609727
ERP007008	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	ERR618767,ERR618766,ERR618765
SRP071195	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR3206493,SRR3206492,SRR3206491,SRR3206490,SRR3206489,SRR3206488
SRP066009	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	SRR2912494,SRR2912492,SRR2912491,SRR2912490,SRR2912489,SRR2912487,SRR2912483,SRR2912481,SRR2912479,SRR2912446,SRR2912444,SRR2912443
ERP105662	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP045257	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP010784	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq1500,Illumina HiSeq 1500	NA
SRP050374	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer II,Illumina HiSeq 2000,IlluminaGenomeAnalyzerII,IlluminaHiSeq2000	SRR1686013,SRR1686012,SRR1686011,SRR1686010,SRR1686009,SRR1686008,SRR1686007,SRR1686006,SRR1686005,SRR1686004,SRR1686003,SRR1686002,SRR1686001,SRR1686000,SRR1685999,SRR1685998,SRR1685997
SRP066444	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2932159,SRR2932158,SRR2932157,SRR2932156,SRR2932155,SRR2932154
SRP055435	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	SRR1806790,SRR1806787,SRR1806785,SRR1806784,SRR1806783,SRR1806782,SRR1806779,SRR1806778,SRR1806777,SRR1806776,SRR1806775,SRR1806774,SRR1806773,SRR1806772,SRR1806771,SRR1806770,SRR1806769,SRR1806768,SRR1806767,SRR1806766,SRR1806765,SRR1806764,SRR1806763,SRR1806762,SRR1806761,SRR1806760,SRR1806759,SRR1806757,SRR1806754,SRR1806753,SRR1806752,SRR1806751,SRR1806749,SRR1806748,SRR1806747,SRR1806743
SRP062714	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	SRR2177908,SRR2177907,SRR2177906,SRR2177905,SRR2177904,SRR2177903
ERP016691	HOMO_SAPIENS	RNA-SEQ	Illumina HiScanSQ,IlluminaHiScanSQ	ERR1554588,ERR1554587,ERR1554586,ERR1554585,ERR1554584,ERR1554583,ERR1554582,ERR1554581,ERR1554580,ERR1554579,ERR1554578,ERR1554577
SRP039357	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx	SRR1185103,SRR1185102
SRP062178	HOMO_SAPIENS	RNA-SEQ	Illumina HiScanSQ,IlluminaHiScanSQ	NA
ERP009114	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP058087	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP045624	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1554989,SRR1554988,SRR1554987,SRR1554986,SRR1554985,SRR1554431
SRP049515	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1640761,SRR1640759,SRR1640753
SRP055860	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1836503,SRR1836502,SRR1836501,SRR1836500,SRR1836499,SRR1836498,SRR1836497,SRR1836496,SRR1836495,SRR1836494,SRR1836493,SRR1836492,SRR1836491,SRR1836490
ERP023451	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 4000	ERR2002987,ERR2002986
SRP000599	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer,IlluminaGenomeAnalyzer	SRR013588,SRR013587,SRR013586,SRR013585,SRR013584,SRR013583,SRR013582,SRR013581,SRR013580,SRR013579,SRR013578,SRR013577,SRR013576,SRR013575,SRR013574,SRR013573,SRR013572,SRR013571,SRR013570,SRR013569,SRR013568,SRR013567,SRR013566,SRR013565,SRR013564,SRR013563,SRR013562,SRR013561,SRR013560,SRR013559,SRR013558,SRR013557,SRR013556,SRR013555,SRR013554,SRR013553,SRR013552,SRR013551,SRR013550,SRR013549
SRP069088	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR3138902,SRR3138901,SRR3138878,SRR3138876,SRR3138875,SRR3138874,SRR3138869,SRR3138294,SRR3138285,SRR3138283,SRR3138282,SRR3137184,SRR3137183,SRR3137179,SRR3137176,SRR3137171,SRR3137167,SRR3137161,SRR3137160,SRR3136917,SRR3136916,SRR3136915,SRR3135241,SRR3135202
SRP040966	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1217088,SRR1217087,SRR1217086,SRR1217085
